,Company,Job Title,Location,Rating,Salary,Description
168, Intel,Wireless Research Scientist,"Hillsboro, OR",,"129,000","Job Description Initiates the design, development, execution, and implementation of scientific research projects to fuel Intel's growth in the areas of digital communication, DSP, next-generation standards, wireless communication architecture, implementation and applications for the future.   Investigates the feasibility of applying scientific principles and concepts to potential inventions and products typically 1+ years prior to landing on a product roadmap.   Plans and executes laboratory research. Maintains substantial knowledge of state-of-the-art principles and theories, and contributes to scientific literature and conferences. May participate in the development of intellectual property. May coordinate interdepartmental activities and research efforts.   - Be a team player ready to collaborate with others   This is an entry level position and will be compensated accordingly.  Qualifications You must possess the below minimum qualifications to be initially considered for this position. Experience listed below would be obtained through a combination of your school work/classes/research and/or relevant previous job and/or internship experiences.   Minimum requirements:   - Candidate must have a PhD degree in Electrical Engineering, Computer science or Mathematics.  At least 1+ year of research or engineering experience in:   Wireless communication   Related projects either with developing of algorithms, or software, or hardware;   1+ year of experience of at least one one communication technology such as WiFi, Bluetooth/BLE, 3G/LTE, NFC, GPS/GLSS   Preferred Qualifications: Experience with signals, spectrums, DSP algorithms, MIMO, FEC, implementation aspects of transmitters and receivers at the physical layer of communication networks; Programming skills in Matlab, C/C++ or Verilog/VHDL  Inside this Business Group Intel Labs is the company's world-class, industry leading research organization, responsible for driving Intel's technology pipeline and creating new opportunities. The mission of Intel Labs is to deliver breakthrough technologies to fuel Intel's growth. This includes identifying and exploring compelling new technologies and high risk opportunities ahead of business unit investment and demonstrating first-to-market technologies and innovative new usages for computing technology. Intel Labs engages the leading thinkers in academia and industry in addition to partnering closely with Intel business units.  Other Locations  US, California, Santa Clara Posting Statement.  Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status."
169, Umpqua Bank,Capital Planning Modeler/Quantitative Analyst,"Portland, OR",,"76,000"," The incumbent will assist in completing model validation requirements for a variety of financial and non-financial models used across the bank. This position will assist business units with quantitative model monitoring projects, including building performance metrics for econometric capital, operational risk and credit risk models. You will have the opportunity to learn different models and modeling techniques that are used at the bank including but not limited to: financial planning models, fraud detection models, credit risk management, anti-money laundering, asset and liability management, and Dodd-Frank Act Stress Testing (DFAST) models.  This position will report to the Modeling Manager within the capital planning team. Ideal candidate will forge a strong partnership with business units across the bank and work with them to understand the impacts of model findings and aid business units in addressing and remediating the model validation findings.  ESSENTIAL DUTIES AND RESPONSIBILITIES  • Partner with business units to support the development and embedding of a robust and auditable framework for remediation of model findings that are issued by Model Risk management in accordance with SR 11-7. Assist business units in assessing quality of model inputs/outputs through back testing against realized outcomes, benchmarking against alternative models and other relevant tests. Recommend short term and long term model monitoring solutions based on the nature and tier of the model.  • Develop quantitative tools and techniques to measure and analyze model risks, and establish conclusions on strengths and limitations of the model. Assess conceptual foundations of a model, model specification, underlying assumptions, limitations, variable selection, underlying data, developmental evidence, documentation.  • Interview model developers/vendors and model owners to understand the business context for model use and facilitate the adoption of model risk management standards. Keep up-to-date with any banking regulations affecting model risk management practices across the bank.  • Advocate quantitative practices across the bank. Assist model users, and model owners in the completion of model documentation and the design of scorecards to track the on-going performance of models under their responsibility. Propose and execute model validation tests for new and existing models in the inventory.  • Assist manager in production of regular and ad-hoc reports on individual and Bank-level model findings for Senior Management and regulators.  • Coordinate with model validation team on any changes to the Bank’s model inventory or End user Applications.  • Demonstrates compliance with all bank regulations for assigned job function and applies to designated job responsibilities – knowledge may be gained through coursework and on-the-job training. Keeps up to date on regulation changes. • Follows all Bank policies and procedures, compliance regulations, and completes all required annual or job-specific training. • Maintain a working knowledge of Bank's written policies and procedures regarding Bank Secrecy Act, Regulation CC, Regulation E, Bank Security and other regulations as applicable to this job description. • May be asked to coach, mentor, or train others and teach coursework as subject matter expert. • Actively learns, demonstrates, and fosters the Umpqua corporate culture in all actions and words. • Takes personal initiative and is a positive example for others to emulate. • Embraces our vision to become ""The World's Greatest Bank."" • May perform other duties as assigned.  REQUIRED KNOWLEDGE, SKILLS AND ABILITIES  • Master’s degree in economics, mathematics, statistics, financial engineering, quantitative finance, or actuarial sciences. Doctoral degree preferred; or equivalent experience.  • Financial Risk Manager(FRM) or Certification in Quantitative Finance (CQF) Preferred.  • 3-5 years of work experience working as a model validation analyst, model developer or as a quant working at a bank or financial firm. Candidates may be considered for junior or senior position based on the experience matching job requirements.  • Knowledge of stress testing and regulatory requirements related to model risk management (FRB/OCC SR 11-7), Basel II/III capital requirements, and Dodd-Frank Act Stress Testing (DFAST).  • Experience with industry best practice modeling techniques and demonstrable skills in prototyping, benchmarking and empirical analysis. Experience with credit risk models, commercial/consumer banking models preferred.  • Ability to translate complex problems into clear and simple stories. Excellent communication skills, both oral and written, with ability to translate complex statistical or economic theories and analysis into practical implications for business units and Management.  • Proven organizational skills are required to perform multiple tasks simultaneously to meet strict deadlines. Critical thinker with business intuition, intellectual curiosity, and ability to execute.  • Candidate must have working knowledge of SAS/R or other advanced statistical/econometric analysis software. Must be able to learn SAS/R as needed in the role.  Ability to forge strong partnerships with business units across the bank.  PHYSICAL AND ENVIRONMENTAL DEMANDS   • Office environment – no specific or unusual physical or environmental demands.  • Travel not required for this position.  Umpqua Bank is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, protected veteran status, or disability. We maintain a drug-free workplace and may perform pre-employment substance abuse testing.  *LI-UP "
170, TEK,Marketing Business Intelligence Analyst,"Beaverton, OR",,"75,000"," Marketing Business Intelligence Analyst  TEK******  Tektronix is a place where people are challenged to explore the boundaries of what's possible, bringing the digital future one step closer every day. Our work accelerates technological breakthroughs that are revolutionizing culture and industry worldwide. Through precision-engineered measurement solutions, we work with our customers to eliminate the barriers between inspiration and realization of world-changing technologies. Realize your true potential at Tektronix - join us in revolutioneering a better tomorrow.   In this role, you will be asked to:   Manage, plan and implement the Marketing analytics and business intelligence strategy to support the achievement of Tektronix marketing goals, including   Responsible for the development, deployment and administration of the Data Visualization Daily Management tool for global Marketing and Sales teams.   Develop and administer Marketing KPI planning tools.   Provide recommendations and analysis to evolve Marketing KPIs to align with Marketing strategy.   Partner with the Business Intelligence IT team to deliver a stable and highly available reporting platform.   Provide direction and support to the global Marketing organization for problem solving and daily management.   Manage the design and development of analytical projects designed to understand key business behaviors that support customer acquisition, retention, and engagement, improve the customer experience and make it easier to measure customer activity and preferences over time.   Manage and lead the thought process in understanding the Customer Buying Journey. Identify tools and capabilities to drive actionable insights. Collaborate with various leaders across the organizations to identify both strategic and tactical areas of opportunity and seek to use data insights to evolve and improve the business.   Discover new opportunities to optimize the business through analytics and statistical modeling. Deliver Ad-hoc reporting, analysis and insights to the Global Marketing Organization   Marketing Technology Tool administration, configuration and training.   The successful candidate will possess the following combination of education and experience:   Minimum of 1+ years previous experience configuring, deploying and maintaining global reports in Data Visualization Tool (DOMO experience preferred)   5+ years utilizing daily management, problem solving and Kaizen participation and management   5+ years in a data analyst role for a large global organization   5+ years Project Management experience   Experience working with CRM or Marketing Automation data   Go get attitude   Excellent verbal and written communications   Bachelor's degree in analytics/information systems/computer science or related field   Due to US Department of Commerce export control regulations governing technical data of Tektronix products, Tektronix needs to know the citizenship of all its employees. Note that US Citizenship is not required for most positions. Hired candidates will be asked to bring proof of citizenship (passport, birth certificate, green card, visa or similar) on their first day of work. All employment offers are contingent upon successful completion of our pre-employment drug screening, background/criminal check, and if applicable a motor vehicle record search and/or financial record check. Candidates with less education/experience may be considered for other opportunities   Fortive is a diversified industrial growth company comprised of global businesses that are recognized leaders in attractive markets. With more than $6 billion in annual revenues, Fortive's well-known brands hold leading positions in field instrumentation, transportation, sensing, product realization, automation and specialty, and franchise distribution.   Fortive is headquartered in Everett, Washington and employs a team of more than 24,000 research and development, manufacturing, sales, distribution, service and administrative employees in more than 40 countries around the world. Our team grows by tackling challenges that accelerate progress and further their careers. With a culture rooted in continuous improvement, the core of our company's operating model is the Fortive Business System. For more information please visit: ***************.   Tektronix   Marketing / Communications   North America-United States-OR-Beaverton   Full-time   ""The company in which you have expressed employment interest is a subsidiary or affiliate of Fortive Corporation. The subsidiary or affiliate is referred to as a """"Fortive Company."""" Fortive Corporation and all Fortive Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity or expression, or other characteristics protected by law. The """"EEO is the Law"""" poster is available at: ***************************************************************** Individuals who need a reasonable accommodation because of a disability for any part of the employment process should call 1-************ or e-mail *************************** to request accommodation."""
171, Rishabh RPO,Big Data Engineer,"Hillsboro, OR",,,"Title : Big Data Engineer Location : Hillsboro, OR Duration : 6+ Months Description: Big Data Engineer- Required skills: AWS, Python, Airflow and Spark"
172, Macropace Technologies,DATA Analyst (sql server),"Hillsboro, OR",,,"DATA Analyst Hillsboro, OR  FTE Position  Job Description:  Verification of the functional flows with the migration to new content management system   Assist migration of test cases and test plan from Jama to HSD-ES management platform   Perform / generate python scripts for migration and data integrity verification   Perform analysis of platform validation data and provide analysis reports   Document the test cases and test producers when required, with assistance from test engineers  Essential Skills/Experience:  Bachelor degree in electrical/ computer engineering   Experience in MS Excel for organizing and analyzing data   Experience with VBA Programming will be an advantage   Experience using MS SQL server   Experience any scripting language like Python   Good communication and interpersonal skills to work with different teams   Thanks   Macropace"
173, Umpqua Bank,Customer Analytics Consultant,"Portland, OR",,"79,000","JOB PURPOSE  Analyzes customer activity and behavior data (customer information, product usage and balances, interaction and transaction patterns, demographics, etc.) in support of Line of Business, Marketing, Product and Channel initiatives. Performs analyses and prepares recommendations in the areas of product preferences, sales coverage, customer lifetime value, market penetration, market practices and sales trends. Prepares presentations for management regarding customer segmentation and targeting, as well as customer needs identification. Conducts data mining of customer data to understand customer journeys and marketing engagement trends.   The Customer Analytics Consultant will work on complex projects and support ongoing reporting and analytic processes which will influence business decisions for Umpqua's Line of Business, Product, and Marketing partners. The consultant uses advanced analytical skills, statistical methods (collection, organization, analysis, and interpretation of data), and software for continuous iterative exploration and investigation of past customer behaviors to gain insight and drive and measure business planning and marketing campaigns.  ESSENTIAL DUTIES AND RESPONSIBILITIES Analyze customer, prospect, and 3rd party data to support key business decisions and marketing campaigns using data analysis, statistical methods, and analysis software. Utilize data to build reports, presentations, and dashboards for business partners typically using PowerBI, Tableau, Excel and Powerpoint Maintain knowledge of Umpqua data and external data, and perform data manipulation and management to support reporting and analytic projects Create data files to be used for marketing campaigns, client relationship management systems, benchmarking analyses, and external applications Leads certain projects: determining project scope, developing and managing project plans, selecting and verifying analysis methodology, acquiring and manipulating data, and presenting findings REQUIRED KNOWLEDGE, SKILLS AND ABILITIES Bachelor's degree in the field of business, market research, economics, or statistics required. Master's degree in the field of business, market research, or statistics preferred. 2 - 3 years of data manipulation (R, Python, SQL, SAS, etc.) and analysis (Excel, SAS, PowerBI, Tabeau, etc.) 1 2 years of banking experience preferred Ability to think strategically, analyze data, and make recommendations to advance bank goals. Excellent interpersonal skills to communicate effectively and professionally with branch and corporate staff. Advanced writing and analytical skills. Advanced presentation skills. PHYSICAL AND ENVIRONMENTAL DEMANDS Office environment no specific or unusual physical or environmental demands. Occasional travel.  No relocation   About Us   We do things a little differently here at Umpqua. Our retail stores serve as community hubs, our associates are given up to 40 hours of volunteer time each year, and we're never satisfied with the status quo. It's no wonder we've made ""Fortune's 100 Best Companies to Work For"" eight years in a row. But greatness has no finish line, so we continue every day to keep people at the center of everything we do. We focus on building relationships, understanding our customers' needs and connecting to people in new and innovative ways -- always staying true to our mission of providing personalized banking for all people, whenever and however they prefer to bank.   Umpqua Bank is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, protected veteran status, or disability. We maintain a drug-free workplace and may perform pre-employment substance abuse testing. SDL2017"
174, Kforce,Data Engineer,"Beaverton, OR",,,"RESPONSIBILITIES: Kforce has a client in search of a Data Engineer in Beaverton, Oregon (OR).   Summary:   The Technology Operations Information & Analytics Team provides reporting, information and data driven solutions that support informed decision making across operational and executive levels of our organization. As a Senior Data Engineer, you will be joining the team to support existing work, engage with customers and help us to enable future state architecture. Your expertise around data, moving it, transforming it and presenting it is foundational to the work we do and how we deliver advanced solutions to our customers.   Specific Responsibilities:   Requirements intake, work with customers, schedule meets and execute  Not only understand requirements, but use your expertise to transform them into valuable solutions  Partner with architecture teams to understand tools and resources available for our own needs  Work with the team to architect our future footprint and execute against plans  Define data governance processes to ensure quality throughout every solution  Manage our infrastructure and its capacity  Define security needs  Work with multiple data sets/sources and their teams to enable necessary work  Partner with other teams, stakeholders and build key relationships REQUIREMENTS:  8+ years of experience in the data engineering domain  Proficiency with any and all related to AWS, Snowflake, Airflow and enabling cloud-based reporting solutions  Advanced SQL Expertise, along with Python  SSIS  ETL/ELT  Data modeling  Java  With a commitment to innovation, this client employs some of the world's top engineers and designers! It was ranked as one of the 'Happiest Companies to Work For' and awarded an 'Employees' Choice Award 2018 Best Place to Work' by Glassdoor. Its culture thrives by embracing diversity and rewarding imagination. If you would like to make a difference globally and locally, apply now.   Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
175," Genesis Financial Solutions, Inc.",Analytics Manager,"Beaverton, OR",,"76,000","Join the nation’s leader in second-look financing as an   Analytics Manager! Summary  As the Analytics Manager (Risk dept.), you will have a high   profile role in a high impact team. Your primary role will be to design   and lead an analytics function, developing and guiding a team of analysts to   perform empirically derived analysis to understand operational and business   performance, identify improvement opportunities, and develop strategies. This   position offers growth opportunities for someone who is passionate about   analyzing and monitoring business performance, making data-driven decisions,   and testing and optimizing strategy.  Come work for us and enjoy the following perks: 401K   participation on the 1st day   of the month after completing 90 days of employment 4%   matching Employee   contribution vests immediately Free   parking Food   Truck Thursdays Massage   Clinics on the 3rd Wednesday   of every month Free   lunch “Super Wednesday” on the 1st Wednesday   of every month As Our Analytics Manager (Risk dept.) You Will: Manage,   recruit, and develop a team of Analysts Establish   appropriate profitability trade-offs using various tools to maximize   ROA/ROE, ensuring that the key business factors (i.e. risk and growth) are   understood and measured Recommend   and evaluate test strategies with a focus on account profitability,   efficiency, and growth potential Develop   and maintain metrics, reports, analysis and dashboards to drive key   business decisions Drive   development of tools, reporting improvement and automation, and create new   innovative and insightful reports in a timely manner Identify   and prioritize data enhancements to ensure data integrity Manage   and manipulate large data sets using a variety of software packages. Effectively   communicate analytical approach, relevant findings, and recommendations   with supporting evidence throughout the organization Proactively   partner with various business leaders to understand and advocate for   reporting and analytical needs Perform   all duties and responsibilities leveraging strong quantitative, critical   thinking, and communication skills Accountability:  You will be directly accountable for accurate structuring and   analysis of datasets, graphs and reports. All reports, analyses, and   recommendations will need to be completed in a timely manner and with extreme   attention to detail. You will be expected to thoroughly review all   datasets, analysis, and presentations for accuracy. You will present your   work regularly and provide supporting evidence for your recommendations.  Requirements: Minimum of five (5) years of relevant experience in Analysis.  Minimum of one (1) year experience managing analysts.  Highly analytical with interest and capability to understand core   business and deliver results from a strategic perspective.  Proven effective relationship management skills and experience.  Strong ability to work proactively and collaboratively in a   cross-functional team to drive results.  Strong oral and written communication skills.  Tenacious self-starter, strong execution and follow through   skills. Preferred Qualifications: Analytics for call centers.  Bachelor’s degree.  Educated to Master’s degree level in Statistics, Mathematical   Modelling, and Econometrics or similar with significant exposure to advanced   mathematical or statistical methods.  Strong MS SQL Server experience, or the aptitude and ability to   learn quickly.  Experience with R, Python, or SAS also valuable. About Genesis  Genesis Financial Solutions is   the nation’s leading and largest provider of private label credit programs for   non-prime consumers. The company originates private label credit cards   through point-of-sale partnerships with retailers and health care providers.   In addition, we have a fast-growing direct-to-consumer business, originating   non-prime MasterCard accounts. Both products provide underserved consumers   access to the financing they need to pursue their life goals.   We   attribute our leading position in the industry to a strong focus on providing   outstanding service to both retail partners and end consumers. We pride   ourselves on offering the same credit experience that prime customers   receive. Sophisticated analytics, high-quality execution, strict adherence   to regulatory and compliance requirements and an unmatched expertise in risk   management all make this possible.   Genesis Financial   Services is an equal opportunity employer (EEO).   IND1"
176, Umpqua Bank,Capital Planning Modeler/Quantitative Analyst - Portland -,"Portland, OR",,"76,000"," The incumbent will assist in completing model validation requirements for a variety of financial and non-financial models used across the bank. This position will assist business units with quantitative model monitoring projects, including building performance metrics for econometric capital, operational risk and credit risk models. You will have the opportunity to learn different models and modeling techniques that are used at the bank including but not limited to: financial planning models, fraud detection models, credit risk management, anti-money laundering, asset and liability management, and Dodd-Frank Act Stress Testing (DFAST) models.   This position will report to the Modeling Manager within the capital planning team. Ideal candidate will forge a strong partnership with business units across the bank and work with them to understand the impacts of model findings and aid business units in addressing and remediating the model validation findings.  ESSENTIAL DUTIES AND RESPONSIBILITIES Partner with business units to support the development and embedding of a robust and auditable framework for remediation of model findings that are issued by Model Risk management in accordance with SR 11-7. Assist business units in assessing quality of model inputs/outputs through back testing against realized outcomes, benchmarking against alternative models and other relevant tests. Recommend short term and long term model monitoring solutions based on the nature and tier of the model. Develop quantitative tools and techniques to measure and analyze model risks, and establish conclusions on strengths and limitations of the model. Assess conceptual foundations of a model, model specification, underlying assumptions, limitations, variable selection, underlying data, developmental evidence, documentation. Interview model developers/vendors and model owners to understand the business context for model use and facilitate the adoption of model risk management standards. Keep up-to-date with any banking regulations affecting model risk management practices across the bank. Advocate quantitative practices across the bank. Assist model users, and model owners in the completion of model documentation and the design of scorecards to track the on-going performance of models under their responsibility. Propose and execute model validation tests for new and existing models in the inventory. Assist manager in production of regular and ad-hoc reports on individual and Bank-level model findings for Senior Management and regulators. Coordinate with model validation team on any changes to the Bank's model inventory or End user Applications. Demonstrates compliance with all bank regulations for assigned job function and applies to designated job responsibilities knowledge may be gained through coursework and on-the-job training. Keeps up to date on regulation changes. • Follows all Bank policies and procedures, compliance regulations, and completes all required annual or job-specific training. • Maintain a working knowledge of Bank's written policies and procedures regarding Bank Secrecy Act, Regulation CC, Regulation E, Bank Security and other regulations as applicable to this job description. • May be asked to coach, mentor, or train others and teach coursework as subject matter expert. • Actively learns, demonstrates, and fosters the Umpqua corporate culture in all actions and words. • Takes personal initiative and is a positive example for others to emulate. • Embraces our vision to become ""The World's Greatest Bank."" • May perform other duties as assigned. REQUIRED KNOWLEDGE, SKILLS AND ABILITIES Master's degree in economics, mathematics, statistics, financial engineering, quantitative finance, or actuarial sciences. Doctoral degree preferred; or equivalent experience. Financial Risk Manager(FRM) or Certification in Quantitative Finance (CQF) Preferred. 3-5 years of work experience working as a model validation analyst, model developer or as a quant working at a bank or financial firm. Candidates may be considered for junior or senior position based on the experience matching job requirements. Knowledge of stress testing and regulatory requirements related to model risk management (FRB/OCC SR 11-7), Basel II/III capital requirements, and Dodd-Frank Act Stress Testing (DFAST). Experience with industry best practice modeling techniques and demonstrable skills in prototyping, benchmarking and empirical analysis. Experience with credit risk models, commercial/consumer banking models preferred. Ability to translate complex problems into clear and simple stories. Excellent communication skills, both oral and written, with ability to translate complex statistical or economic theories and analysis into practical implications for business units and Management. Proven organizational skills are required to perform multiple tasks simultaneously to meet strict deadlines. Critical thinker with business intuition, intellectual curiosity, and ability to execute. Candidate must have working knowledge of SAS/R or other advanced statistical/econometric analysis software. Must be able to learn SAS/R as needed in the role.  Ability to forge strong partnerships with business units across the bank.  PHYSICAL AND ENVIRONMENTAL DEMANDS Office environment no specific or unusual physical or environmental demands. Travel not required for this position.  Umpqua Bank is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, protected veteran status, or disability. We maintain a drug-free workplace and may perform pre-employment substance abuse testing.  LI-UP SDL2017"
177, Centizen,Sr Data Science Engineer -,"Hillsboro, OR",,," Position Details: Sr Data Science Engineer - (830434E)  Location:  Hillsboro, OR  Openings:  1  Job Number: Description:  Required SQL SPARK PYTHON AMAZON EMR  Perform an action: "
178, Providence Health & Services,Principal Data Engineer - PSJH -,"Portland, OR",,"164,000"," Description:  Providence is calling a Principal Data Engineer - PSJH to Providence Health & Services in one of the following Locations: Renton WA, Seattle WA, Beaverton OR, or Portland OR.  We are seeking a Principal Data Engineer to design and build modern data-centric software applications to support clinical and operational processes across all parts of the health system. These applications leverage cloud computing, big data, mobile, data science, and modern software development methodologies and frameworks. Data Engineers build data pipelines, enrichment processes, provisioning layers, APIs and user interfaces to meet the requirements of key initiatives. The Principal Data Engineer will take point on development of best practices and standards across the engineering team and participate in research and development of new technologies. A Principal Data Engineer should be able to and emphasize mentoring less experienced Data Engineers and training the team, as needed, to develop a robust skillset among the entire team. Strongly encourages and places a priority on collaboration with meticulous source control and documentation. An emphasis on simple solutions to complex problems through the use of modern and emerging methods and tools is critical. This position will works closely with the Product, Platform, and Architecture teams to deliver on joint efforts.   In this position you will have the following responsibilities: Design, build and deliver quantitative applications that improve operations and generate value Participate in DevOps, Agile, and continuous integration frameworks Stay abreast of emerging technologies, open source projects, and best practices in the field Data warehousing, big data, enterprise search, business intelligence, analytics, modern and mobile applications Build processes that are fault-tolerant, self-healing, reliable, resilient and secure Work effectively and in real-time with other developers, product managers, and customers to deliver on collective goals Actively participate in code reviews, support the overall code base, and support the establishment of standard processes and frameworks. Take a lead role in the development of standard practices and enforce following standard processes. Will mentor and bring Jr. developers up to speed.  Qualifications:  Required qualifications for this position include: Bachelors Degree in computer science, engineering, mathematics, MIS or similar field. 10 years in technology roles. Demonstrated analytical skills Demonstrated problem solving skills Promotes information sharing Ability to work within tight timeframes and meet strict deadlines. Possesses strong technical Aptitude. Cloud computing, Linux, Hadoop, MapReduce, Spark, Hbase, Kudu and NoSQL platforms in general; Apache Solr and Lucene Java, Scala, C#, Python, shell scripting and/or similar languages Relational database platforms, database design, and SQL APIs, JSON, REST and other relevant W3C open standards Modern application development frameworks Familiarity with commercial or open source ETL tools  Preferred qualifications for this position include:  Masters Degree.  About the department you will serve.  Providence Strategic and Management Services provides a variety of functional and system support services for all eight regions of Providence Health & Services from Alaska to California. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.   We offer a full comprehensive range of benefits - see our website for details  Our Mission  As expressions of Gods healing love, witnessed through the ministry of Jesus, we are steadfast in serving all, especially those who are poor and vulnerable.   About Us  Providence Health & Services is a not-for-profit Catholic network of hospitals, care centers, health plans, physicians, clinics, home health care and services guided by a Mission of caring the Sisters of Providence began over 160 years ago. Providence is proud to be an Equal Opportunity Employer. Providence does not discriminate on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law.   Schedule:  Full-time   Shift:  Day   Job Category:  Information Technology"
179, ServerLogic,Data Engineer Consultant,"Beaverton, OR",,," Our client is looking for a Sr. Data Engineer to join their team.  Description of Duties: Provide engineering on modern, cloud-based data processing technology stack Build data pipelines, data validation frameworks, job schedules with emphasis on automation and scale Contribute to overall architecture, framework, and design patterns to store and process high data volumes Ensure product and technical features are delivered to spec and on-time Design and implement features in collaboration with product owners, reporting analysts/data analysts, and business partners within an Agile/Scrum methodology Proactively support product health by building solutions that are automated, scalable, and sustainable – be relentlessly focused on minimizing defects and technical debt Skills/Qualifications: Masters’ or Bachelors' degree in Computer Science or a related field 5+ years of experience in large-scale software development with emphasis on data analytics and high-volume data processing 3+ years of experience in data engineering development 2+ years of experience implementing scalable data architectures 2+ years of experience with AWS and related services (e.g., EC2, S3, DynamoDB, ElasticSearch, SQS, SNS, Lambda, Airflow, Snowflake) Experience in data-centric programming languages (e.g., Python, GO, Ruby, JavaScript, Scala) Experience with participating in projects in a highly collaborative, multi-discipline team environment"
180, Intel,Memory Architecture Research Scientist,"Hillsboro, OR",,"129,000","Job Description The Memory Architecture Lab MAL is part of Intel Labs, a world-class research lab that excels at fundamental architecture research and performance analysis techniques. MAL, in collaboration with the rest of Intel Labs and Intel's product architecture teams, spearheads advanced research of memory hierarchy optimizations, both internal and external to the CPU. MAL, in Hillsboro, Oregon, is actively recruiting a Research Scientist. Prefetching, scrubbing, replacement, compression, resiliency, and processing in memory, especially with regard to novel memory hierarchies, are our focus areas. Analyzing existing and emerging workloads using industry standard and custom developed tools is an important part of what we do. Evaluation of emerging memory technologies and their efficient usage in on-die and off-die cache and memory hierarchies is another key focus area of the Lab.   In these areas, MAL researchers work to aggressively co-optimize the micro-architecture and design with Intel's technology nodes and product roadmap.  Main responsibilities include: Performance driven memory architecture and microarchitecture development and optimization. Investigates the feasibility of applying scientific principles and concepts to potential inventions and products typically 5+ years prior to landing on a product roadmap. MAL Research Scientists will advance the state-of-the-art in deep collaboration with product architecture/design teams while also contributing to scientific literature/conferences and developing Intellectual Property.  This is an entry level position and will be compensated accordingly  Qualifications You must possess the minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Relevant experience can be obtained through school work, classes and project work, internships, military training, and/ or work experience. This is an entry level position and will be compensated accordingly.  Minimum Requirements: The candidate must have a PhD. in Computer Science, Computer Engineering, Computational Science or any related field with coursework and/or research on the memory hierarchy.  At least 6+ months of experience in the following:  Architecture and micro-architecture analysis. Software expertise in C++/Perl/Python. Building architecture simulators. Preferred Qualifications:  Knowledge / experience in:  Memory reliability and resiliency methods and solutions.  Simulation of memory systems for performance analysis..  Inside this Business Group Intel Labs is the company's world-class, industry leading research organization, responsible for driving Intel's technology pipeline and creating new opportunities. The mission of Intel Labs is to deliver breakthrough technologies to fuel Intel's growth. This includes identifying and exploring compelling new technologies and high risk opportunities ahead of business unit investment and demonstrating first-to-market technologies and innovative new usages for computing technology. Intel Labs engages the leading thinkers in academia and industry in addition to partnering closely with Intel business units.  Posting Statement  All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance...."
181, ServerLogic,Sr Data Engineer,"Beaverton, OR",,," As a Senior Data Engineer, you will work with teammates and be a driving force for building first-class solutions for business partners, working on development projects related to supply chain, commerce, consumer behavior and web analytics among others.  Responsibilities: Design and implement features in collaboration with product owners, data analysts, and business partners using Agile / Scrum methodology Contribute to overall architecture, frameworks and patterns for processing and storing large data volumes Design and implement distributed data processing pipelines using Spark, Hive, Sqoop, Python, and other tools and languages prevalent in the Hadoop ecosystem Build utilities, user defined functions, and frameworks to better enable data flow patterns Research, evaluate and utilize new technologies/tools/frameworks centered around high-volume data processing Define and apply appropriate data acquisition and consumption strategies for given technical scenarios Build and incorporate automated unit tests and participate in integration testing efforts Work with architecture/engineering leads and other teams to ensure quality solutions are implemented, and engineering best practices are defined and adhered to Work across teams to resolve operational and performance issues Qualifications and technical skills: MS/BS in Computer Science, or related technical discipline 4+ years of experience in large-scale software development, 2+ years of big data experience Strong programming experience, Python preferred Extensive experience working with Hadoop and related processing frameworks such as Spark, Hive, Sqoop, etc. Experience with RDBMS systems, SQL and SQL Analytical functions Experience with workflow orchestration tools like Apache Airflow Experience with performance and scalability tuning Experience with Scala or Java Nice to Have's: Experience working in a public cloud environment, particularly AWS Familiarity with cloud warehouse tools like Snowflake Experience with messaging/streaming/complex event processing tooling and frameworks such as Kinesis, Kafka, Spark Streaming, Flink, Nifi, etc. Experience working with NoSQL data stores such as HBase, DynamoDB. Experience building RESTful API’s to enable data consumption Familiarity with build tools such as Terraform or CloudFormation and automation tools such as Jenkins or Circle CI Familiarity with practices like Continuous Development, Continuous Integration and Automated Testing Experience in Agile/Scrum application development Desire to work collaboratively with your teammates to come up with the best solution to a problem Demonstrated experience and ability to deliver results on multiple projects in a fast-paced, agile environment Excellent problem-solving and interpersonal communication skills Strong desire to learn and share knowledge with others"
